(-1330.738451,5736.307965,1.218864,657.63210485,1790.84032294,1907.770701)
(-1313.894757,5783.384840,1.235531,622.245477119,1785.91336653,1891.210191)
(-1297.837982,5830.735891,1.252197,587.209049796,1780.30810874,1874.649682)
(-1282.572584,5878.347967,1.268864,552.531942866,1774.03602647,1858.089172)
(-1268.102804,5926.207842,1.285531,518.228384168,1767.10700152,1841.528662)
(-1254.432661,5974.302221,1.302197,484.31232493,1759.53128173,1824.968153)
(-1242.615821,6018.135545,1.308997,467.205244153,1743.63413422,1805.142857)
(-1229.674863,6066.431835,1.308997,460.796393005,1719.71597028,1780.380952)
(-1216.733906,6114.728125,1.308997,454.387542116,1695.79780731,1755.619048)
(-1203.792948,6163.024414,1.308997,447.978690968,1671.87964337,1730.857143)
(-1190.851990,6211.320704,1.308997,441.56983982,1647.96147943,1706.095238)
(-1177.911032,6259.616994,1.308997,435.160988673,1624.04331549,1681.333333)
(-1164.970075,6307.913284,1.308997,428.752137783,1600.12515252,1656.571429)
(-1152.029117,6356.209574,1.308997,422.343286636,1576.20698858,1631.809524)
(-1139.088159,6404.505864,1.308997,415.934435488,1552.28882464,1607.047619)
(-1126.147201,6452.802153,1.308997,409.52558434,1528.3706607,1582.285714)
(-1113.206244,6501.098443,1.308997,403.757618436,1506.84431364,1560.000000)
(-1100.947061,6548.154388,1.323997,364.92734852,1448.49607502,1493.757962)
(-1089.136562,6596.738895,1.340663,325.626856417,1389.8808811,1427.515924)
(-1078.137407,6645.513486,1.357330,288.38426005,1330.37630336,1361.273885)
(-1067.952652,6694.464613,1.373997,253.219449274,1270.03440711,1295.031847)
(-1058.585126,6743.578680,1.390663,220.150897089,1208.90776208,1228.789809)
(-1050.037431,6792.842044,1.407330,189.192204668,1147.0499682,1162.547771)
(-1042.311941,6842.241021,1.423997,160.35953294,1084.51421301,1096.305732)
(-1035.410802,6891.761890,1.440663,133.667598871,1021.35409467,1030.063694)
(-1029.335931,6941.390894,1.457330,109.126790034,957.623897087,963.821656)
(-1024.089016,6991.114249,1.473997,86.7494791663,893.377690853,897.579618)
(-1019.671514,7040.918142,1.490663,66.5465727775,828.669853181,831.337580)
(-1016.084652,7090.788740,1.507330,48.5252119321,763.555165437,765.095541)
(-1013.329426,7140.712190,1.523997,32.6939361674,698.088336239,698.853503)
(-1011.406601,7190.674625,1.540663,19.0598032647,632.324275628,632.611465)
(-1010.316713,7240.662166,1.557330,7.6266852794,566.318074506,566.369427)
(-1010.044700,7286.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7336.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7386.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7436.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7486.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7536.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7586.060200,1.570796,0.0001699333462,520.0,520.000000)
(-1010.044700,7636.060200,1.570796,0.000224312016984,686.4,686.400000)
(-1010.044700,7686.060200,1.570796,0.000292285355464,894.4,894.400000)
(-1010.044700,7736.060200,1.570796,0.000360258693944,1102.4,1102.400000)
(-1010.044700,7786.060200,1.570796,0.000428232032424,1310.4,1310.400000)
(-1010.044700,7836.060200,1.570796,0.000496205370904,1518.4,1518.400000)
(-1010.044700,7886.060200,1.570796,0.000564178709383,1726.4,1726.400000)
(-1010.044700,7936.060200,1.570796,0.000632152047863,1934.4,1934.400000)
(-1010.044700,7986.060200,1.570796,0.000700125386343,2142.4,2142.400000)
(-1010.044700,8036.060200,1.570796,0.000768098724823,2350.4,2350.400000)
(-1010.044700,8086.060200,1.570796,0.000836072063303,2558.4,2558.400000)
(-1010.044700,8136.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8186.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8236.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8286.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8336.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8386.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8436.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8486.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8536.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8586.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8636.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8686.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8736.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8786.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8836.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8886.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8936.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,8986.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9036.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9086.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9136.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9186.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9236.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.044700,9286.060200,1.570796,0.000849666730999,2600.0,2600.000000)
(-1010.190532,9334.999595,1.579130,-21.6672995319,2599.90971538,2600.000000)
(-1010.904790,9384.994198,1.591034,-52.6143586756,2599.46758573,2600.000000)
(-1012.214156,9434.976755,1.602939,-83.5565608353,2598.65701876,2600.000000)
(-1014.118446,9484.940183,1.614844,-114.486920745,2597.47815101,2600.000000)
(-1016.617390,9534.877401,1.626749,-145.401054727,2595.93114957,2600.000000)
(-1019.710633,9584.781332,1.638653,-176.291987386,2594.01640997,2600.000000)
(-1023.397738,9634.644903,1.650558,-207.16053058,2591.7338819,2600.000000)
(-1027.678181,9684.461048,1.662463,-237.99971346,2589.08403425,2600.000000)
(-1032.551356,9734.222707,1.674368,-268.805165272,2586.06724258,2600.000000)
(-1038.016572,9783.922826,1.686273,-299.57252004,2582.68393444,2600.000000)
(-1044.073056,9833.554363,1.698177,-330.294838253,2578.93491966,2600.000000)
(-1050.719948,9883.110284,1.710082,-360.972927338,2574.82009968,2600.000000)
(-1057.956306,9932.583566,1.721987,-391.599856686,2570.34035728,2600.000000)
(-1065.781105,9981.967197,1.733892,-422.171285623,2565.49632734,2600.000000)
(-1074.193237,10031.254178,1.745796,-452.680321054,2560.28914909,2600.000000)
(-1083.191508,10080.437525,1.757701,-483.127764798,2554.71868566,2600.000000)
(-1092.774644,10129.510266,1.769606,-513.506736124,2548.78614873,2600.000000)
(-1102.941286,10178.465448,1.781511,-543.812929501,2542.49237909,2600.000000)
(-1113.689993,10227.296133,1.793415,-574.039513873,2535.83884277,2600.000000)
(-1125.019244,10275.995400,1.805320,-604.187283638,2528.82536493,2600.000000)
(-1136.927430,10324.556347,1.817225,-634.24942354,2521.45348336,2600.000000)
(-1149.412866,10372.972092,1.829130,-664.221672951,2513.72424287,2600.000000)
(-1162.473781,10421.235773,1.841034,-694.097278345,2505.639433,2600.000000)
(-1176.108325,10469.340551,1.852939,-723.877024894,2497.19884127,2600.000000)
(-1190.314566,10517.279609,1.864844,-753.55417827,2488.40432816,2600.000000)
(-1205.090489,10565.046151,1.876749,-783.124532409,2479.2571401,2600.000000)
(-1220.434001,10612.633409,1.888653,-812.581426623,2469.75938608,2600.000000)
(-1236.342927,10660.034638,1.900558,-841.925635082,2459.91081647,2600.000000)
(-1252.815013,10707.243121,1.912463,-871.150519651,2449.71361022,2600.000000)
(-1269.847924,10754.252167,1.924368,-900.251938364,2439.16921255,2600.000000)
(-1287.439246,10801.055114,1.936273,-929.225766754,2428.27911789,2600.000000)
(-1305.586487,10847.645329,1.948177,-958.065481393,2417.04582773,2600.000000)
(-1324.287074,10894.016209,1.960082,-986.771840228,2405.46904685,2600.000000)
(-1343.538358,10940.161183,1.971987,-1015.3383465,2393.5513452,2600.000000)
(-1363.337609,10986.073710,1.983892,-1043.76095157,2381.29441187,2600.000000)
(-1383.682022,11031.747283,1.995796,-1072.03325845,2368.70105602,2600.000000)
(-1404.568713,11077.175431,2.007701,-1100.1560102,2355.77094668,2600.000000)
(-1425.994723,11122.351714,2.019606,-1128.12283975,2342.50696017,2600.000000)
(-1447.957015,11167.269731,2.031511,-1155.92978344,2328.91097635,2600.000000)
(-1470.452476,11211.923115,2.043415,-1183.57058528,2314.98610572,2600.000000)
(-1493.477918,11256.305538,2.055320,-1211.0459717,2300.73198231,2600.000000)
(-1517.030079,11300.410710,2.067225,-1238.34971979,2286.15178225,2600.000000)
(-1541.105620,11344.232380,2.079130,-1265.47795985,2271.24757196,2600.000000)
(-1565.701129,11387.764339,2.091034,-1292.42459105,2256.02275619,2600.000000)
(-1590.813120,11431.000416,2.102939,-1319.19032159,2240.47693481,2600.000000)
(-1616.438035,11473.934484,2.114844,-1345.76908677,2224.61357658,2600.000000)
(-1642.572243,11516.560458,2.126749,-1372.15711967,2208.43492975,2600.000000)
(-1669.212038,11558.872298,2.138653,-1398.34848843,2191.94468564,2600.000000)
(-1696.353646,11600.864007,2.150558,-1424.3438814,2175.14241086,2600.000000)
(-1723.993220,11642.529633,2.162463,-1450.13740588,2158.03185891,2600.000000)
(-1752.126844,11683.863272,2.174368,-1475.72540623,2140.61545482,2600.000000)
(-1780.750529,11724.859066,2.186273,-1501.10425592,2122.89566697,2600.000000)
(-1809.860220,11765.511204,2.198177,-1526.26825321,2104.87653301,2600.000000)
(-1839.451790,11805.813927,2.210082,-1551.21805945,2086.55757938,2600.000000)
(-1869.521047,11845.761521,2.221987,-1575.94801565,2067.94290346,2600.000000)
(-1900.063728,11885.348326,2.233892,-1600.45461692,2049.03514347,2600.000000)
(-1931.075505,11924.568730,2.245796,-1624.73236015,2029.8386039,2600.000000)
(-1962.551984,11963.417177,2.257701,-1648.78188341,2010.35278022,2600.000000)
(-1994.488702,12001.888159,2.269606,-1672.59772918,1990.58203457,2600.000000)
(-2026.881135,12039.976225,2.281511,-1696.1765221,1970.529169,2600.000000)
(-2059.724690,12077.675978,2.293415,-1719.51297022,1950.19874506,2600.000000)
(-2093.014715,12114.982073,2.305320,-1742.60768685,1929.59022845,2600.000000)
(-2126.746490,12151.889224,2.317225,-1765.45542831,1908.70823612,2600.000000)
(-2160.915235,12188.392201,2.329130,-1788.05295645,1887.55572764,2600.000000)
(-2195.516108,12224.485830,2.341034,-1810.39520244,1866.13751127,2600.000000)
(-2230.544206,12260.164996,2.352939,-1832.48275348,1844.45302413,2600.000000)
(-2265.994563,12295.424642,2.364844,-1854.31059158,1822.50712754,2600.000000)
(-2301.862155,12330.259772,2.376749,-1875.87562316,1800.30293185,2600.000000)
(-2338.141901,12364.665448,2.388653,-1897.17301401,1777.84548117,2600.000000)
(-2374.828657,12398.636795,2.400558,-1918.20332386,1755.13418528,2600.000000)
(-2411.917224,12432.168998,2.412463,-1938.96177183,1732.17413887,2600.000000)
(-2449.402348,12465.257304,2.424368,-1959.44541589,1708.96859601,2600.000000)
(-2487.278713,12497.897025,2.436273,-1979.65135294,1685.52084556,2600.000000)
(-2525.540954,12530.083534,2.448177,-1999.57505741,1661.83621027,2600.000000)
(-2564.183648,12561.812271,2.460082,-2019.21705293,1637.9140677,2600.000000)
(-2603.201317,12593.078738,2.471987,-2038.57287016,1613.7597879,2600.000000)
(-2642.588432,12623.878505,2.483892,-2057.63976586,1589.3767942,2600.000000)
(-2682.339412,12654.207205,2.495796,-2076.41347296,1564.77061875,2600.000000)
(-2722.448622,12684.060542,2.507701,-2094.89448485,1539.94061487,2600.000000)
(-2762.910379,12713.434284,2.519606,-2113.0785929,1514.89235929,2600.000000)
(-2803.718947,12742.324269,2.531511,-2130.96321991,1489.62940202,2600.000000)
(-2844.868545,12770.726401,2.543415,-2148.544367,1464.15747207,2600.000000)
(-2886.353338,12798.636657,2.555320,-2165.82249622,1438.4759,2600.000000)
(-2928.167450,12826.051079,2.567225,-2182.79366915,1412.59045655,2600.000000)
(-2970.304953,12852.965784,2.579130,-2199.45548051,1386.50481039,2600.000000)
