("state",(0,0,0,0,0,0,0,0,0,0,))
("posture",(-0.0, 0.0, 2.218297, 603.1948440506683, 797.5938691531487, 1000.0))
("posture",(-30.791894, 39.389414, 2.254297, 631.5111936053576, 775.3667598956873, 1000.0))
("posture",(-63.134314, 77.515974, 2.294297, 662.0124524867509, 749.4928370254631, 1000.0))
("posture",(-96.97552, 114.318684, 2.334297, 691.4546326659569, 722.4198854992757, 1000.0))
("posture",(-132.261372, 149.738669, 2.374297, 719.790632935352, 694.1912162643125, 1000.0))
("posture",(-168.93542, 183.719264, 2.414297, 746.9751217391962, 664.8519891695543, 1000.0))
("posture",(-206.938995, 216.206108, 2.454297, 772.9646096944516, 634.4491407196515, 1000.0))
("posture",(-246.211298, 247.147227, 2.494297, 797.7175191645183, 603.0313089865289, 1000.0))
("posture",(-286.689502, 276.493124, 2.534297, 821.1942507745831, 570.6487557988461, 1000.0))
("posture",(-328.308851, 304.196851, 2.574297, 843.3572467621724, 537.3532863337939, 1000.0))
("posture",(-371.002763, 330.214088, 2.614297, 864.1710510615595, 503.1981662398617, 1000.0))
("posture",(-414.702936, 354.503212, 2.654297, 883.602366025907, 468.2380364231626, 1000.0))
("posture",(-459.339459, 377.025368, 2.694297, 901.620105696398, 432.52882563364034, 1000.0))
("posture",(-504.840924, 397.744523, 2.734297, 918.1954455331393, 396.12766099099923, 1000.0))
("posture",(-551.134537, 416.627531, 2.774297, 933.3018685282755, 359.0927765935004, 1000.0))
("posture",(-598.14624, 433.644185, 2.814297, 946.9152076275468, 321.48342035582493, 1000.0))
("posture",(-645.800823, 448.76726, 2.854297, 959.0136843924181, 283.35975922505224, 1000.0))
("posture",(-694.022049, 461.972563, 2.894297, 969.5779438409364, 244.78278292637745, 1000.0))
("posture",(-742.732775, 473.238969, 2.934297, 978.5910854115726, 205.81420639256254, 1000.0))
("posture",(-791.855073, 482.548453, 2.974297, 986.0386900005146, 166.51637103320854, 1000.0))
("posture",(-841.310359, 489.886123, 3.014297, 991.9088430291577, 126.95214500179938, 1000.0))
("posture",(-891.019514, 495.240239, 3.054297, 996.1921535048886, 87.18482262006721, 1000.0))
("posture",(-940.903015, 498.602237, 3.094297, 998.8817690446701, 47.27802312057982, 1000.0))
("posture",(-990.881058, 499.966738, 3.134297, 999.9733868373932, 7.295588869539864, 1000.0))
("posture",(-1039.999998, 500.013189, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1089.999995, 500.029676, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1139.999992, 500.046163, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1189.99999, 500.062649, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1239.999987, 500.079136, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1289.999984, 500.095623, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1339.999982, 500.11211, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1389.999979, 500.128596, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1439.999976, 500.145083, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1489.999973, 500.16157, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1539.999971, 500.178056, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1589.999968, 500.194543, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1639.999965, 500.21103, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1689.999962, 500.227517, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1739.99996, 500.244003, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1789.999957, 500.26049, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1839.999954, 500.276977, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1889.999952, 500.293463, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1939.999949, 500.30995, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-1989.999946, 500.326437, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2039.999943, 500.342924, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2089.999941, 500.35941, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2139.999938, 500.375897, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2189.999935, 500.392384, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2239.999933, 500.40887, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2289.99993, 500.425357, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2339.999927, 500.441844, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2389.999924, 500.45833, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2439.999922, 500.474817, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2489.999919, 500.491304, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2539.999916, 500.507791, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
("posture",(-2589.999914, 500.524277, 3.141263, 999.9999456642558, 0.3296535838226643, 1000.0))
