(-0.07, -0.07, 0.000192, 0.0, -0.1007)
(-0.07, -0.07, 0.000215, 0.0, -0.1007)
(-0.07, -0.07, 7.3e-05, 0.0, -0.1007)
(-0.0, -0.0, 0.000351, 0.0, -0.1007)
(-0.07, -0.07, 0.000292, 0.0, 0.0)
(-0.0, -0.0, 0.000361, 0.0, 0.0)
(-0.14, -0.14, -7.9e-05, 0.0, -0.1007)
(-0.01, -0.14, 0.000246, 0.0, -0.2014)
(0.06, -0.07, 0.000361, 0.0984, -0.0)
(-0.01, -0.14, 0.00024, 0.0984, -0.1007)
(0.06, -0.08, 0.000416, 0.0984, -0.0)
(-0.01, -0.15, 0.000332, 0.0984, -0.1007)
(-0.01, -0.15, 0.000418, 0.0984, -0.1007)
(-0.01, -0.15, 0.000391, 0.0984, -0.1007)
(-0.01, -0.15, 0.000427, 0.0984, -0.1007)
(-0.01, -0.15, 0.00043, 0.0984, -0.1007)
(-0.01, -0.15, 0.000418, 0.0984, -0.1007)
(-0.01, -0.15, 0.000438, 0.0984, -0.1007)
(-0.01, -0.15, 0.000395, 0.0984, -0.1007)
(0.06, -0.08, 0.00041, 0.0984, -0.0)
(-0.01, -0.15, 0.000388, 0.0984, -0.1007)
(0.06, -0.08, 0.000441, 0.0984, -0.1007)
(0.06, -0.08, 0.000416, 0.0984, -0.0)
(0.06, -0.08, 0.000466, 0.0984, -0.0)
(0.06, -0.08, 0.000447, 0.0984, -0.0)
(0.06, -0.08, 0.000485, 0.0984, -0.0)
(0.06, -0.08, 0.000469, 0.0984, -0.0)
(0.06, -0.08, 0.000495, 0.0984, -0.0)
(0.06, -0.08, 0.000487, 0.0984, -0.0)
(0.06, -0.08, 0.000506, 0.0984, -0.0)
(0.06, -0.08, 0.000506, 0.0984, -0.0)
(0.06, -0.08, 0.000512, 0.0984, -0.0)
(0.06, -0.08, 0.000506, 0.0984, -0.0)
(0.06, -0.08, 0.000528, 0.0984, -0.0)
(0.06, -0.08, 0.00054, 0.0984, -0.0)
(0.06, -0.08, 0.00055, 0.0984, -0.0)
(0.06, -0.08, 0.000552, 0.0984, -0.0)
(0.06, -0.08, 0.000556, 0.0984, -0.0)
(0.07, -0.07, 5e-06, 0.0984, -0.0)
(0.07, -0.07, 7e-06, 0.0984, -0.0)
(0.07, -0.07, 1.2e-05, 0.0984, -0.0)
(0.07, -0.07, 1.6e-05, 0.0984, -0.0)
(0.07, -0.07, 1.9e-05, 0.0984, -0.0)
(0.07, -0.07, 2.3e-05, 0.0984, -0.0)
(0.07, -0.07, 1.7e-05, 0.0984, -0.0)
(0.07, -0.07, 2.6e-05, 0.0984, -0.0)
(0.07, -0.07, 2.6e-05, 0.0984, -0.0)
(0.07, -0.07, 3.4e-05, 0.0984, -0.0)
(0.07, -0.07, 3.7e-05, 0.0984, -0.0)
(0.07, -0.07, 4.6e-05, 0.0984, -0.0)
(0.07, -0.07, 4.9e-05, 0.0984, -0.0)
(0.07, -0.07, 5.8e-05, 0.0984, -0.0)
(0.07, -0.07, 0.0001, 0.0984, -0.0)
(0.07, -0.07, 9.8e-05, 0.0984, -0.0)
(0.07, -0.07, 0.000108, 0.0984, -0.0)
(0.07, -0.07, 0.000105, 0.0984, -0.0)
(0.07, -0.07, 0.000114, 0.0984, -0.0)
(0.07, -0.07, 0.000121, 0.0984, -0.0)
(0.07, -0.07, 0.000129, 0.0984, -0.0)
(0.07, -0.07, 0.000136, 0.0984, -0.0)
(0.07, -0.07, 0.000118, 0.0984, -0.0)
(0.07, -0.07, 0.000119, 0.0984, -0.0)
(0.07, -0.07, 0.000119, 0.0984, -0.0)
(0.07, -0.07, 0.000106, 0.0984, -0.0)
(0.07, -0.07, 0.00012, 0.0984, -0.0)
