(0.01, 0.15, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.01, 0.15, -0.0, 0.1, 0.1)
(0.01, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
(0.0, 0.14, -0.0, 0.1, 0.1)
